source,target,length,source_x,source_y
137,139,29.058,895896,-5.34407e+06
137,63,29.058,895896,-5.34407e+06
137,1152,29.058,895896,-5.34407e+06
138,139,29.058,896520,-5.34382e+06
1215,629,29.058,909499,-5.3401e+06
268,269,29.058,883610,-5.34908e+06
268,646,29.058,883610,-5.34908e+06
268,644,29.058,883610,-5.34908e+06
139,138,29.058,896382,-5.34387e+06
139,137,29.058,896382,-5.34387e+06
139,141,29.058,896382,-5.34387e+06
140,141,29.058,896777,-5.34375e+06
797,798,29.058,914100,-5.33868e+06
1201,456,29.058,891587,-5.3466e+06
262,261,29.058,887087,-5.34626e+06
262,263,29.058,887087,-5.34626e+06
262,256,29.058,887087,-5.34626e+06
141,140,29.058,896780,-5.3437e+06
141,1205,29.058,896780,-5.3437e+06
141,139,29.058,896780,-5.3437e+06
142,617,29.058,895923,-5.34405e+06
142,705,29.058,895923,-5.34405e+06
142,329,29.058,895923,-5.34405e+06
256,369,29.058,888007,-5.34601e+06
256,262,29.058,888007,-5.34601e+06
256,633,29.058,888007,-5.34601e+06
1308,165,29.058,900536,-5.34135e+06
1308,1297,29.058,900536,-5.34135e+06
1308,1342,29.058,900536,-5.34135e+06
143,371,29.058,897549,-5.34332e+06
143,606,29.058,897549,-5.34332e+06
143,1196,29.058,897549,-5.34332e+06
144,615,29.058,898335,-5.3431e+06
144,804,29.058,898335,-5.3431e+06
144,1200,29.058,898335,-5.3431e+06
865,864,29.058,915668,-5.33726e+06
865,114,29.058,915668,-5.33726e+06
865,1280,29.058,915668,-5.33726e+06
266,435,29.058,881911,-5.34969e+06
266,1068,29.058,881911,-5.34969e+06
266,572,29.058,881911,-5.34969e+06
1382,1351,29.058,891428,-5.34631e+06
145,146,29.058,897730,-5.34329e+06
145,606,29.058,897730,-5.34329e+06
145,1115,29.058,897730,-5.34329e+06
146,145,29.058,897339,-5.34345e+06
146,928,29.058,897339,-5.34345e+06
146,329,29.058,897339,-5.34345e+06
1159,934,29.058,884675,-5.34885e+06
1159,1160,29.058,884675,-5.34885e+06
1159,1209,29.058,884675,-5.34885e+06
276,275,29.058,903160,-5.3429e+06
276,870,29.058,903160,-5.3429e+06
276,918,29.058,903160,-5.3429e+06
147,887,29.058,899283,-5.34279e+06
147,1116,29.058,899283,-5.34279e+06
147,606,29.058,899283,-5.34279e+06
148,149,29.058,900185,-5.3425e+06
148,1222,29.058,900185,-5.3425e+06
148,1200,29.058,900185,-5.3425e+06
869,868,29.058,917984,-5.33653e+06
869,100,29.058,917984,-5.33653e+06
869,98,29.058,917984,-5.33653e+06
1209,1210,29.058,884838,-5.3488e+06
1209,1160,29.058,884838,-5.3488e+06
1209,1158,29.058,884838,-5.3488e+06
1209,1159,29.058,884838,-5.3488e+06
270,271,29.058,883763,-5.34899e+06
149,148,29.058,900489,-5.34239e+06
149,152,29.058,900489,-5.34239e+06
149,57,29.058,900489,-5.34239e+06
150,151,29.058,900954,-5.34222e+06
150,1221,29.058,900954,-5.34222e+06
150,891,29.058,900954,-5.34222e+06
264,587,29.058,889129,-5.34564e+06
264,849,29.058,889129,-5.34564e+06
264,423,29.058,889129,-5.34564e+06
1380,1352,29.058,891443,-5.3463e+06
151,150,29.058,901038,-5.34218e+06
151,899,29.058,901038,-5.34218e+06
151,153,29.058,901038,-5.34218e+06
152,149,29.058,900856,-5.34225e+06
152,899,29.058,900856,-5.34225e+06
152,153,29.058,900856,-5.34225e+06
873,872,29.058,903939,-5.34264e+06
873,495,29.058,903939,-5.34264e+06
873,862,29.058,903939,-5.34264e+06
274,497,29.058,914835,-5.33709e+06
274,1076,29.058,914835,-5.33709e+06
274,421,29.058,914835,-5.33709e+06
153,151,29.058,901165,-5.34209e+06
153,1031,29.058,901165,-5.34209e+06
153,152,29.058,901165,-5.34209e+06
154,684,29.058,901341,-5.34178e+06
154,1120,29.058,901341,-5.34178e+06
154,1174,29.058,901341,-5.34178e+06
1167,722,29.058,900575,-5.34148e+06
1167,1168,29.058,900575,-5.34148e+06
1167,163,29.058,900575,-5.34148e+06
284,285,29.058,909966,-5.34075e+06
155,156,29.058,901929,-5.34142e+06
155,812,29.058,901929,-5.34142e+06
155,1140,29.058,901929,-5.34142e+06
156,155,29.058,901897,-5.34137e+06
156,812,29.058,901897,-5.34137e+06
156,1150,29.058,901897,-5.34137e+06
877,878,29.058,884799,-5.34883e+06
1153,965,29.058,895280,-5.34436e+06
1153,958,29.058,895280,-5.34436e+06
1153,459,29.058,895280,-5.34436e+06
278,50,29.058,912516,-5.3392e+06
278,992,29.058,912516,-5.3392e+06
278,687,29.058,912516,-5.3392e+06
157,1292,29.058,902009,-5.3413e+06
157,815,29.058,902009,-5.3413e+06
157,1062,29.058,902009,-5.3413e+06
158,1150,29.058,901903,-5.34129e+06
272,273,29.058,914724,-5.33709e+06
159,160,29.058,901308,-5.34139e+06
159,784,29.058,901308,-5.34139e+06
159,1062,29.058,901308,-5.34139e+06
160,159,29.058,901207,-5.34141e+06
160,1319,29.058,901207,-5.34141e+06
160,1300,29.058,901207,-5.34141e+06
817,88,29.058,911303,-5.33872e+06
817,395,29.058,911303,-5.33872e+06
817,770,29.058,911303,-5.33872e+06
1334,1310,29.058,901615,-5.34159e+06
161,162,29.058,901401,-5.34137e+06
161,782,29.058,901401,-5.34137e+06
161,1150,29.058,901401,-5.34137e+06
976,977,29.058,888682,-5.34578e+06
976,844,29.058,888682,-5.34578e+06
976,849,29.058,888682,-5.34578e+06
976,1366,29.058,888682,-5.34578e+06
162,161,29.058,900828,-5.34151e+06
162,785,29.058,900828,-5.34151e+06
162,163,29.058,900828,-5.34151e+06
1111,576,29.058,874786,-5.351e+06
292,293,29.058,897388,-5.34218e+06
163,1167,29.058,900643,-5.3415e+06
163,722,29.058,900643,-5.3415e+06
163,162,29.058,900643,-5.3415e+06
164,602,29.058,900533,-5.34142e+06
164,1298,29.058,900533,-5.34142e+06
164,722,29.058,900533,-5.34142e+06
821,822,29.058,915719,-5.3376e+06
165,1055,29.058,900578,-5.34136e+06
165,1308,29.058,900578,-5.34136e+06
165,1,29.058,900578,-5.34136e+06
980,979,29.058,883768,-5.34911e+06
980,401,29.058,883768,-5.34911e+06
980,646,29.058,883768,-5.34911e+06
166,1,29.058,900534,-5.3413e+06
166,168,29.058,900534,-5.3413e+06
166,433,29.058,900534,-5.3413e+06
1332,1261,29.058,889183,-5.34589e+06
167,432,29.058,900459,-5.34126e+06
167,1107,29.058,900459,-5.34126e+06
167,2,29.058,900459,-5.34126e+06
168,432,29.058,900440,-5.34129e+06
168,3,29.058,900440,-5.34129e+06
168,166,29.058,900440,-5.34129e+06
825,824,29.058,915715,-5.3376e+06
290,707,29.058,900058,-5.34383e+06
290,197,29.058,900058,-5.34383e+06
290,903,29.058,900058,-5.34383e+06
1342,1308,29.058,900244,-5.34124e+06
169,826,29.058,915293,-5.33769e+06
169,743,29.058,915293,-5.33769e+06
169,101,29.058,915293,-5.33769e+06
984,983,29.058,901482,-5.34166e+06
984,1141,29.058,901482,-5.34166e+06
984,1143,29.058,901482,-5.34166e+06
170,192,29.058,888041,-5.34769e+06
170,701,29.058,888041,-5.34769e+06
170,630,29.058,888041,-5.34769e+06
1119,463,29.058,897907,-5.34403e+06
300,301,29.058,886003,-5.34564e+06
300,660,29.058,886003,-5.34564e+06
300,682,29.058,886003,-5.34564e+06
171,175,29.058,886528,-5.3481e+06
171,935,29.058,886528,-5.3481e+06
171,630,29.058,886528,-5.3481e+06
172,173,29.058,883509,-5.34898e+06
172,644,29.058,883509,-5.34898e+06
172,325,29.058,883509,-5.34898e+06
829,830,29.058,915476,-5.33768e+06
1105,1106,29.058,899871,-5.34148e+06
1105,1012,29.058,899871,-5.34148e+06
1105,1104,29.058,899871,-5.34148e+06
294,1009,29.058,897467,-5.34216e+06
173,172,29.058,883811,-5.34883e+06
173,267,29.058,883811,-5.34883e+06
173,82,29.058,883811,-5.34883e+06
988,987,29.058,914261,-5.33865e+06
174,683,29.058,885969,-5.34818e+06
174,970,29.058,885969,-5.34818e+06
174,75,29.058,885969,-5.34818e+06
288,619,29.058,916793,-5.33762e+06
288,620,29.058,916793,-5.33762e+06
288,954,29.058,916793,-5.33762e+06
1340,1339,29.058,898169,-5.34284e+06
1340,353,29.058,898169,-5.34284e+06
1340,356,29.058,898169,-5.34284e+06
1340,1370,29.058,898169,-5.34284e+06
175,555,29.058,886179,-5.34815e+06
175,171,29.058,886179,-5.34815e+06
175,557,29.058,886179,-5.34815e+06
176,557,29.058,886217,-5.34811e+06
769,768,29.058,882239,-5.34641e+06
298,299,29.058,890329,-5.34446e+06
298,673,29.058,890329,-5.34446e+06
298,441,29.058,890329,-5.34446e+06
1286,724,29.058,901420,-5.34184e+06
1286,1246,29.058,901420,-5.34184e+06
1286,1384,29.058,901420,-5.34184e+06
177,647,29.058,883676,-5.34887e+06
177,325,29.058,883676,-5.34887e+06
177,438,29.058,883676,-5.34887e+06
178,179,29.058,884621,-5.34858e+06
1191,648,29.058,894042,-5.34524e+06
308,307,29.058,897893,-5.34401e+06
179,83,29.058,884612,-5.34857e+06
179,178,29.058,884612,-5.34857e+06
179,376,29.058,884612,-5.34857e+06
180,181,29.058,885646,-5.34825e+06
773,772,29.058,882159,-5.34645e+06
773,767,29.058,882159,-5.34645e+06
773,776,29.058,882159,-5.34645e+06
1113,961,29.058,882067,-5.34923e+06
1113,1344,29.058,882067,-5.34923e+06
1113,1100,29.058,882067,-5.34923e+06
302,716,29.058,895163,-5.34491e+06
302,653,29.058,895163,-5.34491e+06
302,303,29.058,895163,-5.34491e+06
181,180,29.058,885071,-5.34841e+06
181,74,29.058,885071,-5.34841e+06
181,568,29.058,885071,-5.34841e+06
182,267,29.058,884834,-5.34847e+06
182,83,29.058,884834,-5.34847e+06
182,75,29.058,884834,-5.34847e+06
296,295,29.058,894117,-5.34325e+06
296,662,29.058,894117,-5.34325e+06
296,766,29.058,894117,-5.34325e+06
1284,1285,29.058,899847,-5.34149e+06
183,184,29.058,907032,-5.34091e+06
184,183,29.058,907080,-5.34089e+06
184,375,29.058,907080,-5.34089e+06
184,981,29.058,907080,-5.34089e+06
777,768,29.058,882222,-5.34644e+06
777,1045,29.058,882222,-5.34644e+06
777,680,29.058,882222,-5.34644e+06
306,307,29.058,898426,-5.34383e+06
306,460,29.058,898426,-5.34383e+06
306,463,29.058,898426,-5.34383e+06
1294,764,29.058,878327,-5.35082e+06
185,186,29.058,883471,-5.34922e+06
185,187,29.058,883471,-5.34922e+06
185,84,29.058,883471,-5.34922e+06
186,185,29.058,883589,-5.34918e+06
186,1109,29.058,883589,-5.34918e+06
186,1071,29.058,883589,-5.34918e+06
1199,373,29.058,912641,-5.33983e+06
1199,982,29.058,912641,-5.33983e+06
1199,287,29.058,912641,-5.33983e+06
316,317,29.058,890024,-5.34569e+06
316,1261,29.058,890024,-5.34569e+06
316,458,29.058,890024,-5.34569e+06
187,48,29.058,883483,-5.34922e+06
187,185,29.058,883483,-5.34922e+06
187,84,29.058,883483,-5.34922e+06
188,29,29.058,899756,-5.3434e+06
781,656,29.058,914453,-5.33765e+06
781,750,29.058,914453,-5.33765e+06
781,637,29.058,914453,-5.33765e+06
1185,313,29.058,894083,-5.34526e+06
310,309,29.058,897316,-5.34423e+06
310,469,29.058,897316,-5.34423e+06
310,463,29.058,897316,-5.34423e+06
189,70,29.058,900247,-5.34325e+06
189,335,29.058,900247,-5.34325e+06
189,71,29.058,900247,-5.34325e+06
190,191,29.058,899521,-5.34341e+06
190,321,29.058,899521,-5.34341e+06
190,963,29.058,899521,-5.34341e+06
304,1271,29.058,895817,-5.34468e+06
304,305,29.058,895817,-5.34468e+06
304,716,29.058,895817,-5.34468e+06
1292,157,29.058,902008,-5.34126e+06
191,964,29.058,899514,-5.34341e+06
191,190,29.058,899514,-5.34341e+06
191,322,29.058,899514,-5.34341e+06
192,170,29.058,888157,-5.34766e+06
849,850,29.058,888725,-5.34576e+06
849,976,29.058,888725,-5.34576e+06
849,264,29.058,888725,-5.34576e+06
378,377,29.058,881202,-5.34992e+06
1366,976,29.058,888697,-5.34578e+06
193,713,29.058,888140,-5.34767e+06
194,711,29.058,892896,-5.34622e+06
194,693,29.058,892896,-5.34622e+06
194,203,29.058,892896,-5.34622e+06
1271,304,29.058,895813,-5.34468e+06
324,5,29.058,899375,-5.34349e+06
195,512,29.058,889230,-5.34744e+06
196,291,29.058,900426,-5.34372e+06
196,621,29.058,900426,-5.34372e+06
196,757,29.058,900426,-5.34372e+06
853,538,29.058,918383,-5.33766e+06
1257,1258,29.058,891154,-5.34419e+06
382,383,29.058,903418,-5.34124e+06
197,290,29.058,899168,-5.34408e+06
197,919,29.058,899168,-5.34408e+06
197,754,29.058,899168,-5.34408e+06
198,201,29.058,897888,-5.34451e+06
376,179,29.058,884627,-5.34857e+06
376,565,29.058,884627,-5.34857e+06
376,566,29.058,884627,-5.34857e+06
1364,1241,29.058,899224,-5.34167e+06
199,1272,29.058,898784,-5.3442e+06
199,289,29.058,898784,-5.3442e+06
199,621,29.058,898784,-5.3442e+06
200,201,29.058,897843,-5.34449e+06
857,856,29.058,915717,-5.33726e+06
322,191,29.058,899566,-5.34339e+06
1374,119,29.058,887020,-5.34813e+06
201,200,29.058,897752,-5.34453e+06
201,198,29.058,897752,-5.34453e+06
201,289,29.058,897752,-5.34453e+06
202,1272,29.058,897878,-5.34449e+06
1279,1117,29.058,897894,-5.34405e+06
332,331,29.058,899108,-5.34355e+06
203,204,29.058,897405,-5.34469e+06
203,919,29.058,897405,-5.34469e+06
203,194,29.058,897405,-5.34469e+06
204,203,29.058,897827,-5.34453e+06
204,205,29.058,897827,-5.34453e+06
204,578,29.058,897827,-5.34453e+06
861,860,29.058,917915,-5.33656e+06
1265,1117,29.058,897934,-5.34406e+06
326,135,29.058,892440,-5.34586e+06
205,204,29.058,897870,-5.34452e+06
206,207,29.058,897893,-5.34451e+06
320,321,29.058,899715,-5.34335e+06
1372,544,29.058,883352,-5.34722e+06
207,206,29.058,897919,-5.3445e+06
207,578,29.058,897919,-5.3445e+06
207,919,29.058,897919,-5.3445e+06
208,255,29.058,883054,-5.34737e+06
208,213,29.058,883054,-5.34737e+06
208,215,29.058,883054,-5.34737e+06
929,79,29.058,897896,-5.34324e+06
330,1216,29.058,898866,-5.34359e+06
330,335,29.058,898866,-5.34359e+06
330,331,29.058,898866,-5.34359e+06
209,210,29.058,883315,-5.34756e+06
209,227,29.058,883315,-5.34756e+06
209,447,29.058,883315,-5.34756e+06
210,481,29.058,883346,-5.34752e+06
210,209,29.058,883346,-5.34752e+06
210,219,29.058,883346,-5.34752e+06
1223,1151,29.058,901321,-5.34192e+06
1223,1237,29.058,901321,-5.34192e+06
1223,1316,29.058,901321,-5.34192e+06
340,842,29.058,891013,-5.34503e+06
340,634,29.058,891013,-5.34503e+06
340,586,29.058,891013,-5.34503e+06
549,1093,29.058,884677,-5.34627e+06
549,546,29.058,884677,-5.34627e+06
549,253,29.058,884677,-5.34627e+06
211,212,29.058,882062,-5.34786e+06
211,217,29.058,882062,-5.34786e+06
211,454,29.058,882062,-5.34786e+06
212,211,29.058,882523,-5.34771e+06
212,221,29.058,882523,-5.34771e+06
212,487,29.058,882523,-5.34771e+06
933,934,29.058,884438,-5.34892e+06
933,1002,29.058,884438,-5.34892e+06
933,1070,29.058,884438,-5.34892e+06
1273,445,29.058,875053,-5.35087e+06
1273,233,29.058,875053,-5.35087e+06
1273,576,29.058,875053,-5.35087e+06
334,333,29.058,899128,-5.34355e+06
334,460,29.058,899128,-5.34355e+06
334,1065,29.058,899128,-5.34355e+06
213,214,29.058,882972,-5.34752e+06
213,208,29.058,882972,-5.34752e+06
213,485,29.058,882972,-5.34752e+06
214,213,29.058,882939,-5.34753e+06
328,327,29.058,907112,-5.34085e+06
328,1004,29.058,907112,-5.34085e+06
328,947,29.058,907112,-5.34085e+06
328,38,29.058,907112,-5.34085e+06
215,220,29.058,882988,-5.3475e+06
215,485,29.058,882988,-5.3475e+06
215,208,29.058,882988,-5.3475e+06
216,225,29.058,883931,-5.34722e+06
937,936,29.058,885907,-5.34823e+06
937,939,29.058,885907,-5.34823e+06
937,970,29.058,885907,-5.34823e+06
338,51,29.058,952381,-5.32643e+06
217,482,29.058,883180,-5.3475e+06
217,211,29.058,883180,-5.3475e+06
217,483,29.058,883180,-5.3475e+06
218,219,29.058,883583,-5.34736e+06
218,225,29.058,883583,-5.34736e+06
218,482,29.058,883583,-5.34736e+06
1231,91,29.058,919920,-5.33589e+06
348,534,29.058,896427,-5.34336e+06
557,176,29.058,885882,-5.34819e+06
557,82,29.058,885882,-5.34819e+06
557,175,29.058,885882,-5.34819e+06
219,218,29.058,883241,-5.34748e+06
219,484,29.058,883241,-5.34748e+06
219,210,29.058,883241,-5.34748e+06
220,486,29.058,883042,-5.34751e+06
220,215,29.058,883042,-5.34751e+06
220,481,29.058,883042,-5.34751e+06
941,770,29.058,912299,-5.33836e+06
1217,1155,29.058,895441,-5.34424e+06
1217,1114,29.058,895441,-5.34424e+06
1217,885,29.058,895441,-5.34424e+06
342,344,29.058,893049,-5.34438e+06
342,634,29.058,893049,-5.34438e+06
342,810,29.058,893049,-5.34438e+06
221,212,29.058,883183,-5.34752e+06
221,951,29.058,883183,-5.34752e+06
221,480,29.058,883183,-5.34752e+06
222,223,29.058,883771,-5.34728e+06
222,483,29.058,883771,-5.34728e+06
222,402,29.058,883771,-5.34728e+06
336,69,29.058,899984,-5.34333e+06
336,958,29.058,899984,-5.34333e+06
336,30,29.058,899984,-5.34333e+06
545,444,29.058,883833,-5.34681e+06
545,252,29.058,883833,-5.34681e+06
545,253,29.058,883833,-5.34681e+06
223,222,29.058,883934,-5.34722e+06
224,225,29.058,883455,-5.34737e+06
881,880,29.058,893707,-5.34492e+06
881,1032,29.058,893707,-5.34492e+06
881,884,29.058,893707,-5.34492e+06
282,528,29.058,911591,-5.33948e+06
282,281,29.058,911591,-5.33948e+06
282,522,29.058,911591,-5.33948e+06
225,224,29.058,883753,-5.34729e+06
225,218,29.058,883753,-5.34729e+06
225,216,29.058,883753,-5.34729e+06
226,480,29.058,881128,-5.34836e+06
226,1266,29.058,881128,-5.34836e+06
226,229,29.058,881128,-5.34836e+06
1175,1174,29.058,901280,-5.34176e+06
356,357,29.058,898213,-5.34282e+06
356,1340,29.058,898213,-5.34282e+06
356,352,29.058,898213,-5.34282e+06
227,230,29.058,881143,-5.34836e+06
227,209,29.058,881143,-5.34836e+06
227,1268,29.058,881143,-5.34836e+06
228,229,29.058,880273,-5.34867e+06
885,949,29.058,892944,-5.34522e+06
885,882,29.058,892944,-5.34522e+06
885,1217,29.058,892944,-5.34522e+06
1161,254,29.058,882932,-5.34735e+06
286,741,29.058,912808,-5.33978e+06
286,509,29.058,912808,-5.33978e+06
286,1036,29.058,912808,-5.33978e+06
229,228,29.058,879733,-5.34886e+06
229,448,29.058,879733,-5.34886e+06
229,226,29.058,879733,-5.34886e+06
230,231,29.058,879623,-5.3489e+06
230,227,29.058,879623,-5.3489e+06
230,1207,29.058,879623,-5.3489e+06
280,995,29.058,911899,-5.33939e+06
280,992,29.058,911899,-5.33939e+06
280,279,29.058,911899,-5.33939e+06
280,528,29.058,911899,-5.33939e+06
231,230,29.058,880284,-5.34868e+06
232,233,29.058,875793,-5.35046e+06
232,847,29.058,875793,-5.35046e+06
232,527,29.058,875793,-5.35046e+06
889,1148,29.058,899741,-5.34266e+06
889,1149,29.058,899741,-5.34266e+06
889,1200,29.058,899741,-5.34266e+06
354,353,29.058,897787,-5.34294e+06
354,352,29.058,897787,-5.34294e+06
354,535,29.058,897787,-5.34294e+06
233,232,29.058,875945,-5.35046e+06
233,527,29.058,875945,-5.35046e+06
233,1273,29.058,875945,-5.35046e+06
234,235,29.058,876052,-5.35037e+06
234,848,29.058,876052,-5.35037e+06
234,446,29.058,876052,-5.35037e+06
1183,1184,29.058,892359,-5.34552e+06
364,360,29.058,899056,-5.34261e+06
235,234,29.058,875921,-5.35037e+06
235,446,29.058,875921,-5.35037e+06
235,1207,29.058,875921,-5.35037e+06
236,237,29.058,876285,-5.3508e+06
236,916,29.058,876285,-5.3508e+06
236,1377,29.058,876285,-5.3508e+06
893,894,29.058,901068,-5.34214e+06
893,892,29.058,901068,-5.34214e+06
893,1146,29.058,901068,-5.34214e+06
1169,1065,29.058,899161,-5.34354e+06
358,359,29.058,898489,-5.34276e+06
358,350,29.058,898489,-5.34276e+06
358,349,29.058,898489,-5.34276e+06
237,236,29.058,876249,-5.35081e+06
238,239,29.058,876691,-5.35076e+06
238,445,29.058,876691,-5.35076e+06
238,1260,29.058,876691,-5.35076e+06
352,361,29.058,898503,-5.34275e+06
352,354,29.058,898503,-5.34275e+06
352,356,29.058,898503,-5.34275e+06
239,240,29.058,878224,-5.35053e+06
239,238,29.058,878224,-5.35053e+06
239,243,29.058,878224,-5.35053e+06
240,239,29.058,878275,-5.35052e+06
240,241,29.058,878275,-5.35052e+06
240,450,29.058,878275,-5.35052e+06
833,834,29.058,884411,-5.3463e+06
362,359,29.058,899034,-5.34263e+06
362,363,29.058,899034,-5.34263e+06
362,959,29.058,899034,-5.34263e+06
1350,1329,29.058,923925,-5.33557e+06
241,240,29.058,878265,-5.35056e+06
242,243,29.058,878351,-5.35054e+06
242,245,29.058,878351,-5.35054e+06
242,1267,29.058,878351,-5.35054e+06
1255,1256,29.058,891155,-5.3442e+06
1255,1259,29.058,891155,-5.3442e+06
1255,1254,29.058,891155,-5.3442e+06
1255,1348,29.058,891155,-5.3442e+06
372,373,29.058,913273,-5.33961e+06
243,242,29.058,878752,-5.3505e+06
243,239,29.058,878752,-5.3505e+06
243,249,29.058,878752,-5.3505e+06
244,916,29.058,878163,-5.35053e+06
244,915,29.058,878163,-5.35053e+06
244,248,29.058,878163,-5.35053e+06
837,838,29.058,896369,-5.34385e+06
837,329,29.058,896369,-5.34385e+06
837,1320,29.058,896369,-5.34385e+06
1177,614,29.058,894259,-5.34471e+06
1177,1037,29.058,894259,-5.34471e+06
1177,884,29.058,894259,-5.34471e+06
366,365,29.058,900325,-5.34223e+06
366,1322,29.058,900325,-5.34223e+06
366,427,29.058,900325,-5.34223e+06
245,242,29.058,878241,-5.35057e+06
246,1075,29.058,878824,-5.35039e+06
360,361,29.058,899013,-5.34262e+06
360,364,29.058,899013,-5.34262e+06
360,1240,29.058,899013,-5.34262e+06
1348,1255,29.058,891143,-5.3442e+06
247,248,29.058,878823,-5.35039e+06
248,247,29.058,878643,-5.35044e+06
248,1075,29.058,878643,-5.35044e+06
248,244,29.058,878643,-5.35044e+06
841,705,29.058,896278,-5.34388e+06
370,258,29.058,886862,-5.34649e+06
370,318,29.058,886862,-5.34649e+06
370,257,29.058,886862,-5.34649e+06
1358,1194,29.058,898162,-5.34285e+06
249,453,29.058,878324,-5.35079e+06
249,1328,29.058,878324,-5.35079e+06
249,243,29.058,878324,-5.35079e+06
250,917,29.058,878367,-5.35077e+06
250,764,29.058,878367,-5.35077e+06
250,915,29.058,878367,-5.35077e+06
1263,1264,29.058,875365,-5.34992e+06
1263,1262,29.058,875365,-5.34992e+06
1263,1112,29.058,875365,-5.34992e+06
380,381,29.058,902328,-5.34158e+06
251,514,29.058,885606,-5.34571e+06
251,677,29.058,885606,-5.34571e+06
251,723,29.058,885606,-5.34571e+06
252,253,29.058,884462,-5.3466e+06
252,1129,29.058,884462,-5.3466e+06
252,545,29.058,884462,-5.3466e+06
845,633,29.058,888688,-5.34579e+06
1249,1248,29.058,902025,-5.34136e+06
374,918,29.058,904811,-5.34237e+06
374,855,29.058,904811,-5.34237e+06
374,510,29.058,904811,-5.34237e+06
253,252,29.058,884778,-5.34648e+06
253,545,29.058,884778,-5.34648e+06
253,549,29.058,884778,-5.34648e+06
254,1161,29.058,883051,-5.34724e+06
254,255,29.058,883051,-5.34724e+06
254,548,29.058,883051,-5.34724e+06
368,367,29.058,899883,-5.34237e+06
1356,1355,29.058,909858,-5.34052e+06
255,208,29.058,883104,-5.34728e+06
255,254,29.058,883104,-5.34728e+06
255,802,29.058,883104,-5.34728e+06
257,369,29.058,885686,-5.34678e+06
257,686,29.058,885686,-5.34678e+06
257,370,29.058,885686,-5.34678e+06
688,1138,29.058,899698,-5.34153e+06
688,1011,29.058,899698,-5.34153e+06
688,1244,29.058,899698,-5.34153e+06
259,258,29.058,885972,-5.34672e+06
259,654,29.058,885972,-5.34672e+06
259,950,29.058,885972,-5.34672e+06
261,262,29.058,887025,-5.34625e+06
692,693,29.058,889309,-5.34742e+06
263,262,29.058,886839,-5.34631e+06
265,586,29.058,888689,-5.34579e+06
696,697,29.058,874450,-5.35021e+06
267,173,29.058,883447,-5.34895e+06
267,182,29.058,883447,-5.34895e+06
267,563,29.058,883447,-5.34895e+06
269,268,29.058,883634,-5.34905e+06
269,1162,29.058,883634,-5.34905e+06
269,271,29.058,883634,-5.34905e+06
700,699,29.058,887437,-5.34794e+06
700,712,29.058,887437,-5.34794e+06
700,607,29.058,887437,-5.34794e+06
271,270,29.058,883625,-5.34902e+06
271,644,29.058,883625,-5.34902e+06
271,269,29.058,883625,-5.34902e+06
273,272,29.058,914814,-5.33705e+06
273,638,29.058,914814,-5.33705e+06
273,414,29.058,914814,-5.33705e+06
640,641,29.058,883549,-5.34901e+06
640,438,29.058,883549,-5.34901e+06
640,1293,29.058,883549,-5.34901e+06
275,276,29.058,903002,-5.34295e+06
275,920,29.058,903002,-5.34295e+06
275,906,29.058,903002,-5.34295e+06
277,862,29.058,904707,-5.3424e+06
277,495,29.058,904707,-5.3424e+06
277,966,29.058,904707,-5.3424e+06
644,172,29.058,883574,-5.349e+06
644,271,29.058,883574,-5.349e+06
644,268,29.058,883574,-5.349e+06
279,280,29.058,911896,-5.3394e+06
279,992,29.058,911896,-5.3394e+06
279,1000,29.058,911896,-5.3394e+06
281,282,29.058,911934,-5.33933e+06
648,649,29.058,894150,-5.34521e+06
648,720,29.058,894150,-5.34521e+06
648,1191,29.058,894150,-5.34521e+06
283,510,29.058,909288,-5.34098e+06
283,595,29.058,909288,-5.34098e+06
283,962,29.058,909288,-5.34098e+06
285,284,29.058,909976,-5.34075e+06
285,922,29.058,909976,-5.34075e+06
285,595,29.058,909976,-5.34075e+06
285,598,29.058,909976,-5.34075e+06
652,651,29.058,890181,-5.34681e+06
652,129,29.058,890181,-5.34681e+06
652,1186,29.058,890181,-5.34681e+06
287,1199,29.058,913952,-5.33937e+06
287,737,29.058,913952,-5.33937e+06
287,537,29.058,913952,-5.33937e+06
289,199,29.058,897383,-5.3447e+06
289,201,29.058,897383,-5.3447e+06
289,512,29.058,897383,-5.3447e+06
592,591,29.058,909963,-5.34074e+06
592,593,29.058,909963,-5.34074e+06
592,590,29.058,909963,-5.34074e+06
291,196,29.058,900814,-5.34361e+06
291,902,29.058,900814,-5.34361e+06
291,911,29.058,900814,-5.34361e+06
293,292,29.058,897441,-5.34216e+06
596,595,29.058,909967,-5.34076e+06
295,296,29.058,894056,-5.34327e+06
295,439,29.058,894056,-5.34327e+06
295,662,29.058,894056,-5.34327e+06
297,632,29.058,894070,-5.34326e+06
297,579,29.058,894070,-5.34326e+06
297,1270,29.058,894070,-5.34326e+06
600,424,29.058,902255,-5.34162e+06
299,298,29.058,889490,-5.34471e+06
299,1312,29.058,889490,-5.34471e+06
299,745,29.058,889490,-5.34471e+06
301,300,29.058,885562,-5.34575e+06
301,678,29.058,885562,-5.34575e+06
301,551,29.058,885562,-5.34575e+06
604,58,29.058,889351,-5.3473e+06
303,779,29.058,895719,-5.34475e+06
303,1204,29.058,895719,-5.34475e+06
303,302,29.058,895719,-5.34475e+06
305,304,29.058,895266,-5.34488e+06
305,470,29.058,895266,-5.34488e+06
