Time,VehicleID,EdgeID,LaneIndex,Speed_mps,Accel_mps2,Pos_m,RouteIndex,WaitTime_s,OriginID,DestID
0.1,20,377,0,30.031,0.309584,3.0031,0,0,157,655
0.1,21,1117,1,30.0337,0.337405,3.00337,0,0,508,393
0.1,22,903,0,30.0332,0.331889,3.00332,0,0,387,14
0.1,23,1394,0,30.033,0.330274,3.0033,0,0,666,395
0.1,24,1054,0,30.0334,0.334491,3.00335,0,0,469,640
0.1,25,1043,0,30.0261,0.261261,3.00261,0,0,462,91
0.1,26,1424,0,30.0268,0.268254,3.00268,0,0,683,229
0.1,27,298,0,30.0337,0.33693,3.00337,0,0,123,380
0.1,28,562,0,30.0341,0.341286,3.00341,0,0,230,670
0.1,29,1023,0,30.0309,0.308788,3.00309,0,0,447,277
0.1,30,691,0,30.0336,0.335757,3.00336,0,0,288,531
0.1,31,620,0,30.0327,0.326704,3.00327,0,0,253,307
